Timestamp	Filename	Error	Message
2017-04-07 14:13:18.673 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Home Country'; 1 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.673 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'NickName'; 2 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.673 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'email password'; 1 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.674 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'vpn password'; 1 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.674 +0100	NewStarterRequest.fmp12	0	Recovering indexes for table 'Interface'
2017-04-07 14:13:18.674 +0100	NewStarterRequest.fmp12	0	Recovering indexes for table 'Stuff'
2017-04-07 14:13:18.675 +0100	NewStarterRequest.fmp12	0	Recovering: custom function catalog
2017-04-07 14:13:18.675 +0100	NewStarterRequest.fmp12	0	  Rebuilding custom function catalog order list: name 
2017-04-07 14:13:18.676 +0100	NewStarterRequest.fmp12	0	  Rebuilding custom function catalog order list: custom 
2017-04-07 14:13:18.676 +0100	NewStarterRequest.fmp12	0	  Recovering: custom function 'GetAddress' (2)
2017-04-07 14:13:18.676 +0100	NewStarterRequest.fmp12	0	  Recovering: custom function 'GetInsideChunk' (3)
2017-04-07 14:13:18.676 +0100	NewStarterRequest.fmp12	0	  Recovering: custom function 'GetMap' (4)
2017-04-07 14:13:18.677 +0100	NewStarterRequest.fmp12	0	  Recovering: custom function 'GetXMLChunk' (5)
2017-04-07 14:13:18.677 +0100	NewStarterRequest.fmp12	0	  Recovering: custom function 'GetXMLValue' (6)
2017-04-07 14:13:18.677 +0100	NewStarterRequest.fmp12	0	  Recovering: custom function 'MapAddressWeb' (8)
2017-04-07 14:13:18.677 +0100	NewStarterRequest.fmp12	0	  Recovering: custom function 'GetMapWebDirect' (9)
2017-04-07 14:13:18.678 +0100	NewStarterRequest.fmp12	0	Recovering: user account catalog
2017-04-07 14:13:18.679 +0100	NewStarterRequest.fmp12	0	  Rebuilding user account catalog order list: name 
2017-04-07 14:13:18.679 +0100	NewStarterRequest.fmp12	0	  Rebuilding user account catalog order list: custom 
2017-04-07 14:13:18.679 +0100	NewStarterRequest.fmp12	0	  Recovering: user account '<No Access>' (1)
2017-04-07 14:13:18.680 +0100	NewStarterRequest.fmp12	0	  Recovering: user account '<No Access>' (2)
2017-04-07 14:13:18.681 +0100	NewStarterRequest.fmp12	0	Recovering: privilege set catalog
2017-04-07 14:13:18.682 +0100	NewStarterRequest.fmp12	0	  Rebuilding privilege set catalog order list: name 
2017-04-07 14:13:18.682 +0100	NewStarterRequest.fmp12	0	  Rebuilding privilege set catalog order list: custom 
2017-04-07 14:13:18.682 +0100	NewStarterRequest.fmp12	0	  Rebuilding privilege set catalog order list: quick reference 
2017-04-07 14:13:18.683 +0100	NewStarterRequest.fmp12	0	Recovering: extended privileges catalog
2017-04-07 14:13:18.683 +0100	NewStarterRequest.fmp12	0	  Rebuilding extended privileges catalog order list: name 
2017-04-07 14:13:18.684 +0100	NewStarterRequest.fmp12	0	  Recovering: extended privilege 'fmxdbc' (2)
2017-04-07 14:13:18.684 +0100	NewStarterRequest.fmp12	0	  Recovering: extended privilege 'fmapp' (3)
2017-04-07 14:13:18.684 +0100	NewStarterRequest.fmp12	0	  Recovering: extended privilege 'fmreauthenticate10' (4)
2017-04-07 14:13:18.684 +0100	NewStarterRequest.fmp12	0	  Recovering: extended privilege 'fmxml' (5)
2017-04-07 14:13:18.685 +0100	NewStarterRequest.fmp12	0	  Recovering: extended privilege 'fmphp' (6)
2017-04-07 14:13:18.685 +0100	NewStarterRequest.fmp12	0	  Recovering: extended privilege 'fmwebdirect' (7)
2017-04-07 14:13:18.685 +0100	NewStarterRequest.fmp12	0	  Recovering: extended privilege 'fmscriptdisabled' (8)
2017-04-07 14:13:18.685 +0100	NewStarterRequest.fmp12	0	Recovering: authorized files catalog
2017-04-07 14:13:18.686 +0100	NewStarterRequest.fmp12	0	Recovering: data source catalog
